Unnamed: 0,Emotion,Text,Clean_Text
17557,surprise,I have to write a ceremonial speech tonight and deliver it tomorrow. I just gave a persuasive one last week. &gt;:-/,write ceremonial speech tonight deliver tomorrow gave persuasive week gt:/
17559,surprise, Harry Potter and the Chamber of Secrets. ,Harry Potter Chamber Secrets
17560,surprise, season is coming and we have a in store for you. stay tunes for updates!,season coming store you stay tunes updates
17567,surprise,Your gonna love my xmas gift for you ,gonna love xmas gift
17570,surprise,"A la pause, Créteil perd contre Villers-Outreaux (District) en Coupe de France (1-0).   ",la pause Créteil perd contre VillersOutreaux (District) en Coupe de France (10)
17571,surprise,considerin the fact i aint gave nobody head in forever thats funny they kno more bou me than i do hahahha they me,considerin fact aint gave head forever thats funny kno bou hahahha
17572,surprise,"Newsnight, showing the government some interesting data on the summer riots. Government maintains off the cuff response. ",Newsnight showing government interesting data summer riots Government maintains cuff response
17588,surprise,Mom making excuses so i cant get a new phone?  ,Mom making excuses cant new phone
17590,surprise,She seemed to be almost floating and Maggie was astounded that the sharp stones had not given her enough pain to waken her . ,floating Maggie astounded sharp stones given pain waken 
17598,surprise,@JodieFoot yes so fun babe haha! Monday 2000 words. What are you saying. And you cutey. Nandos is your present just saying ,  yes fun babe haha Monday 2000 words saying cutey Nandos present saying
17606,surprise,@LiliTrempette C'est pour les parents et shhhhhht. ,  Cest pour les parents et shhhhhht
17620,surprise,Wat een vertrouwen. Ik kom thuis en er staat al een emmer naast mijn bed.. ,Wat een vertrouwen Ik kom thuis en er staat al een emmer naast mijn bed
17637,surprise,Tussen de creative bedrijven door even een blik werpen op  ,Tussen de creative bedrijven door een blik werpen op
17644,surprise,My light bein a cuss word again! ,light bein cuss word again
17645,surprise,@mizzamyR the only clue is: with spoke about it n giggled before.  Even if u guess I aint telling anyway ,  clue is: spoke n giggled before u guess aint telling
17647,surprise,@akilgore2410 I usually wear them when I'm at school because I like to sleep without pants on ;),  usually wear Im school like sleep pants )
17663,surprise,"But when I looked up , I saw , to my great astonishment , a large island in the sky , between me and the sun . ",looked  saw  great astonishment  large island sky  sun 
17668,surprise,"Zoo weer thuis, dalijk nog ff cadeautje inpakken en gedicht uitprinten ",Zoo weer thuis dalijk nog ff cadeautje inpakken en gedicht uitprinten
17682,surprise,"A bewildered and shocked survivor can be guided through red tape , and practical alternatives can be found , as in the case of Liz and Tom who were burgled while on Income Support . ",bewildered shocked survivor guided red tape  practical alternatives found  case Liz Tom burgled Income Support 
17698,surprise,@court_shaw_ happy birthday best friend ,  happy birthday best friend
17708,surprise,"Één keer per jaar zoek ik me een ongeluk naar lijm, plakband en andere knutselspullen... het idee is het halve werk. #sinterklaas",Één keer jaar zoek ik een ongeluk naar lijm plakband en andere knutselspullen het idee het halve werk #sinterklaas
17709,surprise,"@Matt_Johnson_MO hahaha!!!!!! my mom did that last week. She set it on the table, i drank it thinking it was coffee. ",  hahaha mom week set table drank thinking coffee
17715,surprise,"When anything important happens you 're stunned , and thrown out for a while , and then you recover ",important happens re stunned  thrown  recover
17726,surprise,-_- to you RT @Deb_DoesItBetta: @darlingtika lol yeah I totally meant you (see what I dud there?), RT     lol yeah totally meant (see dud there)
17742,surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN",RT follow   WIN 5 special collector items giving away Twitter friends #RT #WIN
17754,surprise,"Hoop maar dat mn man me het in dank gaat afnemen,....... met knipoog",Hoop maar dat mn man het dank gaat afnemen met knipoog
17758,surprise,I am startled to find myself addressing you instead . ,startled find addressing instead 
17766,surprise,Home bound! :) Carl bought me McDo and Snickers again! \:D/  Thank you for picking me up in school! :),Home bound :) Carl bought McDo Snickers again \:D/ Thank picking school :)
17773,surprise,Zoekende naar idee voor iemand  die 2x (heen-terug) met auto over zijn #Apple notebook is gereden. Iemand leuk idee? #durftevragen,Zoekende naar idee voor iemand die 2x (heenterug) met auto zijn #Apple notebook gereden Iemand leuk idee #durftevragen
17793,surprise,"i think i just met my future wife, but the catch is she doesnt know it yet. ",think met future wife catch doesnt know yet
17817,surprise,"Bolas baby shower yesterday was awesome! Dee conned her proper, the shock on her face when we screamed  #Priceless! :)",Bolas baby shower yesterday awesome Dee conned proper shock face screamed #Priceless :)
17819,surprise,"Zo,  klaar! Nog nooit zo op tijd, anders altijd 5 minuten van tevoren... Nu de nog. #inspiratiegenoeg",Zo klaar Nog nooit zo op tijd anders altijd 5 minuten van tevoren Nu de nog #inspiratiegenoeg
17822,surprise,"Wow, a friend actually texted me trying to cheer me up. I thought it was just a twitter notification. #nofriends",Wow friend actually texted trying cheer up thought twitter notification #nofriends
17837,surprise,My train fare was less than usual today!! #Happy,train fare usual today #Happy
17842,surprise,"So sleepy and bored. But tonight, there will be tree decorating and chicken soup. Also, writing. ",sleepy bored tonight tree decorating chicken soup Also writing
17864,surprise,En nog maar een dagje   ,En nog maar een dagje
17869,surprise,I dont care what adjectives Critics used for it...but I loved d way I took it easy &amp; enjoyed myself throughout. READY  ,dont care adjectives Critics itbut loved way took easy amp enjoyed throughout READY
17870,surprise,True Friends are not what you expected ,True Friends expected
17871,surprise,"@_DipShitDavis_ You're beautiful and amazing. lol And honestly, I hope and pray you don't have a boyfriend. lol ",  beautiful amazing lol honestly hope pray boyfriend lol
17883,surprise,@Lexistatus it's not kidnapping it just surprise adoption... !!!! :),  kidnapping surprise adoption  :)
17897,surprise,Out of a 5 hour school day I had 2 lessons and spent 3 hours in the library ! *Nerd* ahaha ,5 hour school day 2 lessons spent 3 hours library  *Nerd* ahaha
17899,surprise,I was walking through barnes and noble today and a random lady asked me if I wanted to pet the live snake wrapped around her arm. ,walking barnes noble today random lady asked wanted pet live snake wrapped arm
17901,surprise,@RobynLynnGreen I won't read it if you don't! Haha ,  read dont Haha
17902,surprise,@ToyaWright winning on a million levels Shhhhhh! tweet,  winning million levels Shhhhhh tweet
17905,surprise,"Let me guess, Brian Adams is releasing his Greatest Hits for the 13th time  ",Let guess Brian Adams releasing Greatest Hits 13th time
17908,surprise,Lmfao. @oohJordenn I woke up this morning and woke her up and she started moaning... surprise,Lmfao   woke morning woke started moaning surprise
17909,surprise,Riding a new board tomorrow. Find me riding @WhistlerBlckcmb to find out what company it is!  ,Riding new board tomorrow Find riding   find company is
17921,surprise,Another win from Green Bay. #notreally #undefeated,win Green Bay #notreally #undefeated
17922,surprise,&quot;@Aja_Rhea_522: My blow dryer shoots out blue flames   got you a new one for  but its a ,quot  blow dryer shoots blue flames got new
17925,surprise,@brucieboy1986 no knobber!! Hard rock to get away from the  should I be looking forward to we will rock u then!? ,  knobber Hard rock away looking forward rock u then
17933,surprise,"Shit, I already checked my work e-mails and discovered some 'nice' issues to solve next week :-/  #NeverEndingStory",Shit checked work emails discovered nice issues solve week :/ #NeverEndingStory
17934,surprise,"When the time is right, I want to b waiting at your car when u get off from a long days work with nothing but a coat and heels on. ",time right want b waiting car u long days work coat heels on
17944,surprise,"well iowa sucks at basketball agian but on the bright side, 25 days tell christmas?",iowa sucks basketball agian bright side 25 days tell christmas
17945,surprise,Damn this music video is going to be sick. I have the best cast and crew in the world. And one very special prop piece ; ) ,Damn music video going sick best cast crew world special prop piece  )
17951,surprise,@TheDoctorCindy :( Btw u do realise tht we r technically giving each other shout outs by doing this ,  :( Btw u realise tht r technically giving shout outs
17956,surprise,"School formal? Friends are going, and I don't want to be a loner tonight. #TieNight",School formal Friends going want loner tonight #TieNight
17960,surprise,So did riverside get really good compared to last year or am I trippin???? ,riverside good compared year trippin
17966,surprise,"Veel file vandaag, megamoe. Thuisgekomen bleek dat mn man warm bad voor me had klaarstaan met kaarsjes en zachte muziek #superman",Veel file vandaag megamoe Thuisgekomen bleek dat mn man warm bad voor klaarstaan met kaarsjes en zachte muziek #superman
17977,surprise, with @SYDNEYaNEAL the night has more in store baby :) #younglove,  night store baby :) #younglove
17988,surprise,So So mad at you @AJFleak for bringing your girlfriend a #jealous. I hate you guys :( @karwurm but not really,mad   bringing girlfriend #jealous hate guys :(  
17994,surprise,"Something is strange here, the Lions are playing good in the first half ",strange here Lions playing good half
17995,surprise,"A vrai dire cette journée est un peu spéciale pour moi, je ne prend pas le taxi à 10h pour rien... ",vrai dire cette journée est un peu spéciale pour moi je ne prend pas le taxi à 10h pour rien
17999,surprise,Nuvvila package in this winter season and going to watch the movie so soon..#Movie,Nuvvila package winter season going watch movie soon#Movie
18010,surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN",RT follow   WIN 5 special collector items giving away Twitter friends #RT #WIN
18011,surprise,"klaar, nu nog een gedicht, maar dat vind ik zo'n piece of koekie, dat kan desnoods maandagmorgen nog :-))",klaar nu nog een gedicht maar dat vind ik zon piece koekie dat kan desnoods maandagmorgen nog :))
18014,surprise,@j_love09 only got chocolate ice cream ,  got chocolate ice cream
18015,surprise,Didn't move my car none today ,car today
18037,surprise,Brought Duncan to the black friday urban sale hahahah ,Brought Duncan black friday urban sale hahahah
18053,surprise,my mom told me it was family night #sarcastic,mom told family night #sarcastic
18070,surprise,Love when you are going to buy something anyway and then you get to the counter and it's on sale ,Love going buy counter sale
18077,surprise,"Menurut ramalan bakalan ada yang main minggu ini kerumah, awalnya gapercaya yampun ternyata bener :D",Menurut ramalan bakalan ada yang main minggu ini kerumah awalnya gapercaya yampun ternyata bener :D
18078,surprise,@_CaitlinOhh negative you can wait til later ;) ,  negative wait til later )
18099,surprise,goodmornin waking up before the weekend and thinking damn i got an 8:30 class ,goodmornin waking weekend thinking damn got 8:30 class
18127,surprise,"ik heb mama, mama heeft Daan, Daan heeft papa en papa heeft mij haha =) ",ik heb mama mama heeft Daan Daan heeft papa en papa heeft mij haha =)
18132,surprise,Heb best wel een vet cadeau voor m'n neefje eigenlijk haha ,Heb best wel een vet cadeau voor mn neefje eigenlijk haha
18150,surprise,  won the '11  Championship over the #saguaros 9-3. Nolan Arenado hit his 7th HR of fall #MLB,11 Championship #saguaros 93 Nolan Arenado hit 7th HR fall #MLB
18154,surprise,Anyone else noticed that the only thing Abbott hasn't said NO to is the pay rise for MP's?  ,noticed thing Abbott said pay rise MPs
18166,surprise,@romee0308 weet ik nog niet maar kweet al wel een cadeau en dat zijn disco-lights die wel vet zijn ;),  weet ik nog niet maar kweet al wel een cadeau en dat zijn discolights die wel vet zijn )
18182,surprise,Just made a huge spider pillow/stuffed toy with hidden presents inside!  ,huge spider pillow/stuffed toy hidden presents inside
18198,surprise,"The randomest, greatest thing iv heard all day #wheredidthatcomefrom",randomest greatest thing iv heard day #wheredidthatcomefrom
18199,surprise,@paulaurquizu jajajaja maldita seas. Yo me quedo aquí con mi amigo Pert(que se quiere acostar conmigo) Nos veremos en contabilidad?,  jajajaja maldita seas Yo quedo aquí con mi amigo Pert(que se quiere acostar conmigo) Nos veremos en contabilidad
18204,surprise,Hmmm let see if @DrayaFace will make my night &amp; me wit a follow .... Show love to jersey :),Hmmm let   night amp wit follow  love jersey :)
18209,surprise,Okay so probably another mouth to feed at Xmas being as my daughter in law is 38 weeks rather than the 30 she thought she was ,Okay probably mouth feed Xmas daughter law 38 weeks 30 thought
18212,surprise,"@art2gee  @kulula #SAA Kulula, it's time to realise your best is just not good enough. @KelliDeeLunsky",    #SAA Kulula time realise best good enough  
18213,surprise,Damn i didnt think i would ever see him tweet shit ,Damn didnt think tweet shit
18218,surprise,i just thought about it...nobody in my family knows about the new edition to my face :) ,thought itnobody family knows new edition face :)
18222,surprise,I was just waiting for that goal to happen ..... not really I guess we're out!,waiting goal happen  guess were out
18230,surprise,@HalinaMalik I MADE BROWNIES so we're good(: just haven't done any schoolwork lol ,  BROWNIES were good(: schoolwork lol
18237,surprise,Je connais des clients qui vont être content pour les fêtes de fin d'année ! ,Je connais des clients qui vont être content pour les fêtes de fin dannée 
18248,surprise,When I told here were going to get her birthday gift she was all smiles!! ,told going birthday gift smiles
18249,surprise,This guy didn't wear his vest today ,guy wear vest today
18253,surprise,"Towards the end of that video I prompted an exchange about Neck Tattoo Barbie through the chatroom,  they were pro-neck tats ",end video prompted exchange Neck Tattoo Barbie chatroom proneck tats
18281,surprise,Practice isn't going as bad today as I thought it would. ,Practice going bad today thought would
18289,surprise,@kunkel7 when in my 19 years of existence have I wrote like that? And good job @gammage210 ,  19 years existence wrote like that good job  
18302,surprise,@will_i_am81 well theres no hoodrats over here lol but I like it alot over here ^_^ got my first snow day today!,  theres hoodrats lol like alot ^^ got snow day today
18311,surprise,Mfs talkin freaky already I guess we finna start sendin pics... she in 4 a ,Mfs talkin freaky guess finna start sendin pics 4
18313,surprise,So excited to preform my Movement project tomorrow. Get ready. Its going to be insane. ,excited preform Movement project tomorrow ready going insane
18330,surprise,"@NICKIMINAJ Happy Birthday Hun, Enjoy ur #BdayEvent!!",  Happy Birthday Hun Enjoy ur #BdayEvent
18341,surprise,3  assignments due in an hour and a half #wastetimetweetingaboutit,3 assignments hour half #wastetimetweetingaboutit
18342,surprise,breaking dawn was pretty good. if you still havent watched it. wait after the credits! ,breaking dawn pretty good havent watched it wait credits
18363,surprise,"Girls that act, talk, and dress like hoes 24/7 and then are actually surprised when guys always treat them like a hoe.  ",Girls act talk dress like hoes 24/7 actually surprised guys treat like hoe
18374,surprise,I'm covered in pink paint....how do I do that? ,Im covered pink painthow that
18385,surprise,i should make my facebook password a word i have trouble spelling quickly. i would learn it sooo fast. #anonymous #license,facebook password word trouble spelling quickly learn sooo fast #anonymous #license
18391,surprise,Making a cake for my moms birthday tomorrow ,Making cake moms birthday tomorrow
18399,surprise,"Bonjour à tous, nous avons une pour vous aujourd'hui ... un peu de patience :)",Bonjour à tous nous avons une pour vous aujourdhui  un peu de patience :)
18401,surprise,Shiona frowned at the phone in total bewilderment . ,Shiona frowned phone total bewilderment 
18427,surprise,"@LukeyBoiiii dickhead, almost had a baby through anger then! Punch u in the penis I would! X",  dickhead baby anger then Punch u penis would X
18463,surprise,"All my mother was put in charge of for thanksgiving dinner was making a fruit tray. Somehow, our fire alarm is going off ",mother charge thanksgiving dinner making fruit tray Somehow fire alarm going
18467,surprise,Een sintcadeautje van @piekpiek in de bus; ik heb er maar één woord voor WOWWW!!  #postzegel,Een sintcadeautje van   de bus ik heb er maar één woord voor WOWWW #postzegel
18491,surprise,"Anne watched her for a few moments in stunned silence , trying to decide if she meant what she had said . ",Anne watched moments stunned silence  trying decide meant said 
18495,surprise,"The rest simply stood in a state of considerable bewilderment , trying to ensure that they had not only accurately recorded but also understood what Woolton had said . ",rest simply stood state considerable bewilderment  trying ensure accurately recorded understood Woolton said 
18530,surprise,Out side of school Mrs. Weaver is a cool person ,school Mrs Weaver cool person
18539,surprise,some sort of Melbourne music week is happening ,sort Melbourne music week happening
18545,surprise,Today is already off to a bad start. ,Today bad start
18550,surprise,My Grandma will have the best birthday ever tomorrow !!,Grandma best birthday tomorrow 
18557,surprise,I'm not telling my mum &amp; sisters that I'll be home before them. ^_^,Im telling mum amp sisters Ill home them ^^
18562,surprise,hoe gaan de lijnen van een tennisveld? ,hoe gaan de lijnen van een tennisveld
18573,surprise,Mon chef de filière m'envoie un mail pour me féliciter ! ,Mon chef de filière menvoie un mail pour féliciter 
18603,surprise,@GeiselDeisel I miss my ice man! And that was a great ,  miss ice man great
18604,surprise,"Moody's have projected our economic growth to rise by 1% in the new year, slower that the Gov projected - Another miscalculation. ",Moodys projected economic growth rise 1% new year slower Gov projected  miscalculation
18610,surprise,"I thought this would be worse, but it's actually not too shabby. ",thought worse actually shabby
18619,surprise,"Now you see in our day and generation , we do n't need to be reminded of the importance of little things. the more we learn about the atom , the more we 're astonished at its complexity and its unseen power . ",day generation  nt need reminded importance little things learn atom  re astonished complexity unseen power 
18628,surprise,Ok I just knocked on the door and when my mother opened the door I swear she woke up the whole neighborhood!! Can yu say ,Ok knocked door mother opened door swear woke neighborhood yu
18639,surprise,Shoutsout to my bro @flight_webb u missed last nite me mikey spook da krew had a blast.. brooke threw mikey sum spectacular shyt! ,Shoutsout bro   u missed nite mikey spook da krew blast brooke threw mikey sum spectacular shyt
18642,surprise,"just looked at my youtube channel and noticed my extended version of 'levels' has almost 22,000 views haha... ",looked youtube channel noticed extended version levels 22000 views haha
18652,surprise,@Hope4Ferrari pink sparkle fall pasta read paint ,  pink sparkle fall pasta read paint
18656,surprise,Potentially getting flashed in Subway by an old woman with @CodyBreland92 is a... ,Potentially getting flashed Subway old woman   a
18658,surprise,holy fuck. i'm getting a brand new car next week.  ,holy fuck im getting brand new car week
18666,surprise,One more tweet! Sleeping With Sirens was trending on Twitter! So nuts @swstheband! You bet your ass I'll be seeing them on Warped. ,tweet Sleeping Sirens trending Twitter nuts   bet ass Ill seeing Warped
18681,surprise,"RT, follow @unitednude and WIN one of the 5 special collector items we are giving away to our Twitter friends! #RT #WIN",RT follow   WIN 5 special collector items giving away Twitter friends #RT #WIN
18687,surprise,"Wow, today went to shit faster than I thought it would. ",Wow today went shit faster thought would
18698,surprise,Schaatsabonnementen zijn nog maar een paar dagen verkrijgbaar voor 25 euro!! Wees er dus snel bij  #ijsbaanhaaren,Schaatsabonnementen zijn nog maar een paar dagen verkrijgbaar voor 25 euro Wees er dus snel bij #ijsbaanhaaren
18714,surprise,Going to bed! #gottowakeupearly going to Coronado tomorrow! (: I miss that place ❤,Going bed #gottowakeupearly going Coronado tomorrow (: miss place ❤
18722,surprise,Can @nico_rosberg us all? Front row? Would be a huge #shock for sure...,  all row huge #shock sure
18757,surprise,my life couldn't get any better. (: forsure getting my puppy and my sister is coming home tonight!!!!! &lt;3 ,life better (: forsure getting puppy sister coming home tonight lt3
18761,surprise,belnesba lwazeer el dakhlya ba2a isa da eh wala eh ??,belnesba lwazeer el dakhlya ba2a isa da eh wala eh 
18772,surprise,"After watching the new 'The Thing' I can't get the original's music out of my head. Lubbly! (new film ok, not as good as original) ",watching new The Thing cant originals music head Lubbly (new film ok good original)
18779,surprise,Dropping off Starbucks at my best friends house. ,Dropping Starbucks best friends house
18790,surprise,Niggas with big dicks...usually dont brag about they big dicks. ,Niggas big dicksusually dont brag big dicks
18795,surprise,"So I had a girl tell me when I played music the other night, it was hot and attractive.  ",girl tell played music night hot attractive
18796,surprise,@joelgeleynse check your mail Please ;-) important for you from your fans,  check mail ) important fans
18812,surprise,@bambamjoey so...my boss told me today that I am on vacation next week! I had no idea I had another week of vacation this year. ,  somy boss told today vacation week idea week vacation year
18824,surprise,Found $80 at the bar win,Found $80 bar win
18827,surprise,Whoops keep forgetting that my grandma doesn't know about the tattoo up my side ,Whoops forgetting grandma know tattoo
18831,surprise,I think I should throw her a party....yeah imma throw her a party ,think throw partyyeah imma throw party
18836,surprise,Yay my uncle from New Jersey is coming today! ,Yay uncle New Jersey coming today
18838,surprise,"Van Spanje tot down under staat een  klaar, gelukkig zonder aldaar. Van te voren alles op een rij dat maakt je toch #blij",Van Spanje tot staat een klaar gelukkig zonder aldaar Van te voren alles op een rij dat maakt je toch #blij
18847,surprise,all i wanna do is have some fun. (: cannot wait to go WHEREVER we're going tonight. #surprise,wanna fun (: wait were going tonight #surprise
18853,surprise,lol my mama doesn't know my uncles coming to swoop me up fer the game. :) eff dance practice!,lol mama know uncles coming swoop fer game :) eff dance practice
18872,surprise,love being blasted by the scent of cherry cough syrup when I open my car door #browning #rookiemistake @ResaLisa,love blasted scent cherry cough syrup open car door #browning #rookiemistake  
18892,surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN",RT follow   WIN 5 special collector items giving away Twitter friends #RT #WIN
18906,surprise,@BIENduetz Wat een super leuk idee! Mag ik je idee stelen voor mijn zusje?  ,  Wat een super leuk idee Mag ik je idee stelen voor mijn zusje
18908,surprise,Unintentionally attending a doctor who convention #nerdlife,Unintentionally attending doctor convention #nerdlife
18923,surprise,i love it when people show up at my house ,love people house
18941,surprise,A Winged Victory For The Sullen is soundchecking. They have a string section and two screens with visuals #lgw11 #ekko,Winged Victory Sullen soundchecking string section screens visuals #lgw11 #ekko
18946,surprise,"He must have managed to purloin a copy of the house key from somewhere and was obviously astounded to find someone already scouring the house , especially her . ",managed purloin copy house key obviously astounded find scouring house  especially 
18960,surprise,@JackDempsey2 was expecting something greasy with cheese and taco sauce toppings. #watchlifeinHD,  expecting greasy cheese taco sauce toppings #watchlifeinHD
18961,surprise,Zaterdag heb ik hem al verrast met een feestje.......de adrenaline is nu pas uit mijn lijf! ;-),Zaterdag heb ik hem al verrast met een feestjede adrenaline nu pas uit mijn lijf )
18964,surprise,got to @sealingwax and the rest of my family by coming home for thanksgiving! #funstuff #thanksgivingbreak,got   rest family coming home thanksgiving #funstuff #thanksgivingbreak
18982,surprise,Ho appena finito di fare l'albero di Natale con mia sorella! Così quando mamma torna lo vede! ^-^ ,Ho appena finito di fare lalbero di Natale con mia sorella Così quando mamma torna lo vede ^^
18983,surprise,@wrr71 Looked at the standings yesterday &amp; saw if the playoffs started today guess who the @steelers would play-the @1winningdrive ,  Looked standings yesterday amp saw playoffs started today guess   playthe  
18988,surprise,Well this is a twist in finals week. Chris just showed up at my apartment ,twist finals week Chris showed apartment
18990,surprise,I will forever remember the day I found an autographed @jimlee X-Men  in my comic collection. #HappyTears,forever remember day found autographed   XMen comic collection #HappyTears
19007,surprise,"@Sam_Fossett yeah, I'm getting the vineyard vines pants. I might whip out the Loudmouths for winter formal next year @WillBernish",  yeah Im getting vineyard vines pants whip Loudmouths winter formal year  
19010,surprise,Actually dressed nice today. ,Actually dressed nice today
19039,surprise,Wat een werk gaat er toch altijd in een zitten. Maar wel leuk om te maken en mee bezig te zijn!,Wat een werk gaat er toch altijd een zitten Maar wel leuk om te maken en mee bezig te zijn
19042,surprise,En dan hoor ik ineens dat mijn papa over 2 daagjes naar Parijs komt! ,En dan hoor ik ineens dat mijn papa 2 daagjes naar Parijs komt
19056,surprise,Ima buy my boyfriend a present lol,Ima buy boyfriend present lol
19058,surprise,MAC MILLER LIVE IN MARCH W DJ L-MOTION!!!!! DAMBURY CT ,MAC MILLER LIVE MARCH W DJ LMOTION DAMBURY CT
19061,surprise,Just cooked a world class meal. Surprused my sister she didn't know I was a chef in disguise...:)  ,cooked world class meal Surprused sister know chef disguise:)
19074,surprise,@_OhMyDelena Oui! y'a des questionnaires &amp;' tout. la j'ai une autre prof donc je sais pas encore mais on verra... x),  Oui ya des questionnaires amp tout la jai une autre prof donc je sais pas encore mais verra x)
19077,surprise,Told myself I'd clean up my messy clothes shelf this afternoon I'm only doing it now #fml,Told Id clean messy clothes shelf afternoon Im #fml
19083,surprise,Time to go Birthday dinner I guess,Time Birthday dinner guess
19090,surprise,@_MeganCasey Remember that time we listened to S Club 7 in EU? ,  Remember time listened Club 7 EU
19091,surprise, biology lab finals in 23 mins...bout to rape this test though...@BlackRhino09,biology lab finals 23 minsbout rape test though 
19117,surprise,There's a special place in hell for people who pee on the toilet seat in a badly lit public bathroom. ,Theres special place hell people pee toilet seat badly lit public bathroom
19119,surprise,On my way home a day early! Can't wait to scare my parents to death :) ,way home day early Cant wait scare parents death :)
19122,surprise,Making @ricerokket watch KKTNY tonight.. ,Making   watch KKTNY tonight
19124,surprise,another night ending with me crying? ,night ending crying
19127,surprise,Installing new Xcode… App Store works pretty good for this stuff. ,Installing new Xcode… App Store works pretty good stuff
19135,surprise,Day not going as planned &#xA;%LOVE DONT LIVE HERE%,Day going planned #xA%LOVE DONT LIVE HERE%
19138,surprise,@ashlee_yrigoyen message me back. i have a proposition for you! ,  message back proposition you
19141,surprise,when your biological dad that you've never spoken to in your life calls you on your cell phone at 2 in the morning. ,biological dad spoken life calls cell phone 2 morning
19144,surprise,Shoulda went home beat as fuck ,Shoulda went home beat fuck
19166,surprise,j'écoute un son sa race je savais même pas qu'il était dans mon itunes ,jécoute un son sa race je savais même pas quil était dans mon itunes
19167,surprise,Corbett stopped his horse and turned to the startled Ranulf . ,Corbett stopped horse turned startled Ranulf 
19171,surprise,my mom just made me carry in a 50 inch tv with my eyes closed because it was my christmas present. ,mom carry 50 inch tv eyes closed christmas present
19173,surprise,I thought it cudnt get worse and guess the fuck what... ,thought cudnt worse guess fuck what
19181,surprise,@Detraker @Guinel_G_XIII  Je re Vendredi Ou samedi Matin J'espere ramené en pour une #Débauche digne de ce nom,    Je Vendredi Ou samedi Matin Jespere ramené en pour une #Débauche digne de ce nom
19183,surprise,@plums69 I purr-chased some vinyl yesterday too!! Online so didn't get the joy of flicking through a musty old record shop ,  purrchased vinyl yesterday too Online joy flicking musty old record shop
19190,surprise,"I can't wait to see the look on all of my family's faces when I walk in the door, ",cant wait look familys faces walk door
19193,surprise,@reamaedayap @edz1882 @SpiritMaster201 @CJcel  asan na yung MO?wait nmin kahapon pa..heheheh #ATAT LANG,        asan na yung MOwait nmin kahapon paheheheh #ATAT LANG
19200,surprise,Just found a mint from dana in my pocket... my day keeps getting better,found mint dana pocket day keeps getting better
19209,surprise,Een brand op hart van nederland -__-,Een brand op hart van nederland 
19210,surprise,Iedereen een fijn Sinterklaas weekend!!  #cadeaus #pepernoten EN #chocolade letter,Iedereen een fijn Sinterklaas weekend #cadeaus #pepernoten EN #chocolade letter
19230,surprise,so apparently i have a 15 page research paper due wednesday at noon. !,apparently 15 page research paper wednesday noon 
19242,surprise,we went into our biology teachers car trunk and found boxers and bras and so we wrapped them up and put it in her front seat..,went biology teachers car trunk found boxers bras wrapped seat
19280,surprise,"Zo! voor school van zoon is klaar. Zoon heeft ouderwets het gedicht met de hand geschreven, puntje van z'n tong uit z'n mond...",Zo voor school van zoon klaar Zoon heeft ouderwets het gedicht met de hand geschreven puntje van zn tong uit zn mond
19286,surprise,got the room rearranged. hope the roommate likes it when he gets back haha ,got room rearranged hope roommate likes gets haha
19287,surprise,Wait I love when my friends come home from college...   #thanksfrank,Wait love friends come home college #thanksfrank
19295,surprise,And even as I did I was astounded at myself . ,astounded 
19306,surprise,That awkward moment when you realize that @AmyWinehouse's twitter still works...  #omg Uhm... it's like kinda creepy .,awkward moment realize   twitter works #omg Uhm like kinda creepy 
19314,surprise,Haha @heyelife13 made an appearance during practice today #goodtoseeoyou #spaget,Haha   appearance practice today #goodtoseeoyou #spaget
19341,surprise,Hahaha all the guys just rushed in our dorm room. We all scrambled to put clothes on. ,Hahaha guys rushed dorm room scrambled clothes on
19348,surprise,@jcartermc all that matters is we got out.  Wouldn't trade it  & noble happy b day ,  matters got out trade  noble happy b day
19360,surprise,Oh shit I am soooo screwed for this quiz.... ,Oh shit soooo screwed quiz
19403,surprise,I always mistake the garbage disposal switch for the light switch. ,mistake garbage disposal switch light switch
19417,surprise,Yeahhhhh LE contrat que j'attendais depuis 3 mois est arrivé !!! La question c'est #ebookmychristmas ou pas...,Yeahhhhh LE contrat que jattendais depuis 3 mois est arrivé  La question cest #ebookmychristmas ou pas
19432,surprise,gedichtje en surprise af. Wordt een mooie avond. ,gedichtje en surprise af Wordt een mooie avond
19434,surprise,Hanging out with a friend I thought died. Hmm... ,Hanging friend thought died Hmm
19438,surprise,@SousaJD lol I'm actually at lvs right now! The calender launch was today so I've decided to make an appearance ! ,  lol Im actually lvs right now calender launch today Ive decided appearance 
19441,surprise,@greysonchance can't wait till friday! and the mhmm...wonder what it is ;),  cant wait till friday mhmmwonder )
19445,surprise,SERIOUSLY THE HAPPIEST GIRL IN THE ENTIRE WORLD RIGHT NOW!! #bfff,SERIOUSLY HAPPIEST GIRL ENTIRE WORLD RIGHT NOW #bfff
19446,surprise,He saw the bewildered look on Hencke 's face and led him towards two comfortable chairs which stood on either side of a low occasional table . ,saw bewildered look Hencke s face led comfortable chairs stood low occasional table 
19458,surprise,Breaking dawn..better than i thought ,Breaking dawnbetter thought
19460,surprise,Can't wait to see me lads face on Christmas morning! ,Cant wait lads face Christmas morning
